Edad,ID_DEPTO,Poblacion
0,183,29
0,184,3073
0,185,54
0,186,195
0,187,125
0,188,19
0,189,214
0,190,62
0,191,2196
0,192,861
0,193,2473
0,194,89
0,195,202
0,196,136
0,197,1802
0,198,158
0,199,5789
0,200,4141
0,201,394
0,202,1895
0,203,3595
0,204,1787
0,205,60
0,206,719
0,207,240
0,208,383
0,209,171
0,210,1789
0,211,1237
0,212,219
0,213,35
0,214,551
0,215,1356
0,216,93
0,217,1492
0,218,132
0,219,104
0,220,3416
0,221,1272
0,222,112
0,223,68
0,224,213
0,225,214
0,226,1460
0,227,131
0,228,1560
0,229,30
0,230,355
0,231,837
0,232,108
0,233,447
0,234,168
0,235,166
0,236,1372
0,237,595
0,238,304
0,239,271
0,240,4065
0,241,461
0,242,325
0,243,2810
0,244,753
0,245,1035
0,246,475
0,247,360
0,248,145
0,249,83
0,250,6097
0,251,307
0,252,997
0,253,21321
0,254,119
0,255,368
0,256,971
0,257,7036
0,258,15
0,259,102
0,260,378
0,261,261
0,262,137
0,263,242
0,264,38
0,265,3560
0,266,104
0,267,1240
0,268,267
0,269,2554
0,270,618
0,271,598
0,272,811
0,273,181
0,274,646
0,275,1178
0,276,59
0,277,176
0,278,942
0,279,53
0,280,824
0,281,2
0,282,4
0,283,532
0,284,170
0,285,458
0,286,6693
0,287,100
0,288,348
0,289,97
0,290,135
0,291,80
0,292,1191
0,293,1872
0,294,1212
0,295,149
0,296,253
0,297,2436
0,298,406
0,299,104
0,300,372
0,301,3624
0,302,322
0,303,724
0,304,1204
0,305,781
0,306,6
0,307,254
0,308,912
0,309,176
0,310,743
0,311,740
0,312,6218
0,313,670
0,314,54
0,315,66
0,316,18
0,317,59
0,318,268
0,319,583
0,320,74
0,321,525
0,322,941
0,323,733
0,324,6887
0,325,2343
0,326,175
0,327,918
0,328,458
0,329,55
0,330,18
0,331,300
0,332,1748
0,333,216
0,334,1112
0,335,2579
0,336,44
0,337,596
0,338,3717
0,339,23
0,340,748
0,341,382
0,342,1007
0,343,447
0,344,335
0,345,91
0,346,390
0,347,1258
0,348,192
0,349,53
0,350,90
0,351,52
0,352,258
0,353,4925
0,354,88
0,355,1268
0,356,381
0,357,904
0,358,59
0,359,1016
0,360,147
0,361,152
0,362,1408
0,363,394
0,364,123
0,365,143
0,366,1930
0,367,108
0,368,150
0,369,83
0,370,6185
0,371,497
0,372,493
0,373,305
0,374,116
0,375,183
0,376,1474
0,377,1721
0,378,161
0,379,28
0,380,41
0,381,845
0,382,3110
0,383,948
0,384,934
0,385,718
0,386,209
0,387,1358
0,388,76
0,389,820
0,390,731
0,391,1194
0,392,69
0,393,241
0,394,815
0,395,265
0,396,129
0,397,14671
0,398,409
0,399,647
0,400,191
0,401,201
0,402,374
0,403,388
0,404,224
0,405,96
0,406,458
0,407,440
0,408,297
0,409,396
0,410,84
0,411,292
0,412,49
0,413,84
0,414,463
0,415,100
0,416,242
0,417,862
0,418,1506
0,419,4297
0,420,1007
0,421,2309
0,422,678
0,423,365
0,424,481
0,425,942
0,426,2414
0,427,573
0,428,2378
0,429,251
0,430,260
0,431,193
0,432,1594
0,433,751
0,434,251
0,435,208
0,436,3345
0,437,180
0,438,1824
0,439,904
0,440,798
0,441,786
0,442,2383
0,443,344
0,444,266
0,445,1370
0,446,35
0,447,295
0,448,32
0,449,748
0,450,275
0,451,1544
0,452,258
0,453,148
0,454,106
0,455,1086
0,456,249
0,457,88
0,458,477
0,459,164
0,460,146
0,461,138
0,462,469
0,463,50
0,464,140
0,465,67
0,466,256
0,467,2014
0,468,351
0,469,1348
0,470,125
0,471,74
0,472,56
0,473,21
0,474,1146
0,475,4408
0,476,143
0,477,277
0,478,191
0,479,64
0,480,25
0,481,125
0,482,283
0,483,364
0,484,54
0,485,588
0,486,549
0,487,2672
0,488,88
0,489,173
0,490,45
0,491,704
0,492,530
0,493,94
0,494,1234
0,495,1150
0,496,709
0,497,152
0,498,42
0,499,115
0,500,29
0,501,368
0,502,742
0,503,2099
0,504,411
0,505,330
0,506,659
0,507,371
0,508,41
0,509,354
0,510,1186
0,511,406
0,512,1445
0,513,108
1,1,355
1,2,191
1,3,109
1,4,302
1,5,164
1,6,498
1,7,412
1,8,564
1,9,179
1,10,428
1,11,53
1,12,512
1,13,395
1,14,565
1,15,189
1,16,122
1,17,116
1,18,433
1,19,309
1,20,138
1,21,567
1,22,6033
1,23,104
1,24,64
1,25,35
1,26,210
1,27,268
1,28,139
1,29,42
1,30,1096
1,31,24
1,32,801
1,33,171
1,34,398
1,35,220
1,36,116
1,37,3215
1,38,369
1,39,464
1,40,307
1,41,234
1,42,755
1,43,3216
1,44,555
1,45,2130
1,46,509
1,47,1535
1,48,339
1,49,60
1,50,525
1,51,140
1,52,670
1,53,243
1,54,3594
1,55,1111
1,56,363
1,57,241
1,58,20
1,59,1151
1,60,400
1,61,514
1,62,385
1,63,622
1,64,120
1,65,201
1,66,973
1,67,849
1,68,27
1,69,160
1,70,1183
1,71,573
1,72,872
1,73,231
1,74,6455
1,75,2056
1,76,15481
1,77,4656
1,78,4975
1,79,1203
1,80,6211
1,81,1095
1,82,3478
1,83,2237
1,84,1132
1,85,192
1,86,221
1,87,151
1,88,226
1,89,891
1,90,2064
1,91,108
1,92,62
1,93,27
1,94,91
1,95,648
1,96,696
1,97,441
1,98,518
1,99,271
1,100,26
1,101,182
1,102,132
1,103,435
1,104,12
1,105,1108
1,106,328
1,107,606
1,108,1365
1,109,685
1,110,181
1,111,534
1,112,21517
1,113,167
1,114,42
1,115,3340
1,116,839
1,117,277
1,118,1200
1,119,396
1,120,168
1,121,2623
1,122,74
1,123,4760
1,124,138
1,125,1050
1,126,566
1,127,639
1,128,153
1,129,249
1,130,188
1,131,418
1,132,215
1,133,3039
1,134,813
1,135,17
1,136,722
1,137,282
1,138,192
1,139,1456
1,140,549
1,141,377
1,142,3065
1,143,83
1,144,1485
1,145,83
1,146,1264
1,147,222
1,148,700
1,149,2383
1,150,3139
1,151,474
1,152,4008
1,153,490
1,154,2427
1,155,627
1,156,67
1,157,989
1,158,403
1,159,205
1,160,312
1,161,6380
1,162,141
1,163,19
1,164,2927
1,165,143
1,166,186
1,167,468
1,168,130
1,169,327
1,170,5
1,171,538
1,172,600
1,173,105
1,174,127
1,175,174
1,176,192
1,177,97
1,178,219
1,179,167
1,180,106
1,181,701
1,182,944
1,183,40
1,184,2763
1,185,41
1,186,199
1,187,117
1,188,32
1,189,206
1,190,53
1,191,2131
1,192,770
1,193,2481
1,194,94
1,195,216
1,196,151
1,197,1754
1,198,169
1,199,5972
1,200,4209
1,201,447
1,202,2086
1,203,3883
1,204,1789
1,205,47
1,206,740
1,207,247
1,208,448
1,209,199
1,210,1900
1,211,1364
1,212,210
1,213,54
1,214,702
1,215,1259
1,216,120
1,217,1253
1,218,124
1,219,91
1,220,3516
1,221,1385
1,222,109
1,223,71
1,224,222
1,225,237
1,226,1643
1,227,124
1,228,1566
1,229,35
1,230,343
1,231,868
1,232,72
1,233,404
1,234,192
1,235,138
1,236,1486
1,237,558
1,238,320
1,239,278
1,240,4306
1,241,424
1,242,334
1,243,2954
1,244,811
1,245,1092
1,246,513
1,247,414
1,248,130
1,249,79
1,250,6111
1,251,285
1,252,1020
1,253,22072
1,254,142
1,255,331
1,256,930
1,257,7393
1,258,22
1,259,107
1,260,321
1,261,281
1,262,196
1,263,229
1,264,17
1,265,3887
1,266,136
1,267,1283
1,268,297
1,269,2682
1,270,598
1,271,658
1,272,861
1,273,216
1,274,609
1,275,1154
1,276,55
1,277,192
1,278,877
1,279,43
1,280,703
1,281,5
1,282,5
1,283,491
1,284,200
1,285,465
1,286,7115
1,287,84
1,288,378
1,289,127
1,290,145
1,291,87
1,292,1154
1,293,1906
1,294,1250
1,295,159
1,296,283
1,297,2584
1,298,385
1,299,120
1,300,389
1,301,3676
1,302,365
1,303,764
1,304,1094
1,305,791
1,306,11
1,307,318
1,308,898
1,309,137
1,310,767
1,311,713
1,312,6807
1,313,604
1,314,45
1,315,100
1,316,15
1,317,66
1,318,267
1,319,616
1,320,91
1,321,527
1,322,935
1,323,685
1,324,7166
1,325,2487
1,326,235
1,327,972
1,328,467
1,329,58
1,330,18
1,331,345
1,332,1717
1,333,187
1,334,1210
1,335,2483
1,336,45
1,337,598
1,338,3780
1,339,22
1,340,795
1,341,419
1,342,1167
1,343,589
1,344,364
1,345,102
1,346,388
1,347,1241
1,348,169
1,349,53
1,350,98
1,351,49
1,352,291
1,353,4959
1,354,68
1,355,1289
1,356,430
1,357,998
1,358,53
1,359,1097
1,360,154
1,361,202
1,362,1481
1,363,406
1,364,150
1,365,176
1,366,2170
1,367,126
1,368,164
1,369,100
1,370,6532
1,371,475
1,372,509
1,373,365
1,374,112
1,375,166
1,376,1438
1,377,1717
1,378,161
1,379,24
1,380,94
1,381,774
1,382,3157
1,383,1056
1,384,978
1,385,873
1,386,185
1,387,1309
1,388,87
1,389,757
1,390,736
1,391,1203
1,392,66
1,393,290
1,394,747
1,395,270
1,396,166
1,397,13928
1,398,452
1,399,655
1,400,166
1,401,198
1,402,403
1,403,406
1,404,190
1,405,96
1,406,446
1,407,469
1,408,266
1,409,394
1,410,62
1,411,304
1,412,55
1,413,82
1,414,479
1,415,99
1,416,224
1,417,852
1,418,1604
1,419,4317
1,420,967
1,421,2537
1,422,675
1,423,367
1,424,457
1,425,919
1,426,2580
1,427,527
1,428,2303
1,429,248
1,430,251
1,431,198
1,432,1688
1,433,771
1,434,213
1,435,226
1,436,3449
1,437,177
1,438,1910
1,439,925
1,440,662
1,441,877
1,442,2380
1,443,304
1,444,265
1,445,1386
1,446,30
1,447,240
1,448,36
1,449,823
1,450,309
1,451,1753
1,452,237
1,453,154
1,454,132
1,455,1071
1,456,228
1,457,78
1,458,365
1,459,187
1,460,111
1,461,132
1,462,455
1,463,52
1,464,141
1,465,54
1,466,246
1,467,2111
1,468,332
1,469,1392
1,470,120
1,471,62
1,472,78
1,473,17
1,474,1281
1,475,4646
1,476,148
1,477,302
1,478,209
1,479,90
1,480,33
1,481,140
1,482,300
1,483,299
1,484,70
1,485,600
1,486,611
1,487,2899
1,488,107
1,489,169
1,490,53
1,491,710
1,492,556
1,493,74
1,494,1301
1,495,1261
1,496,845
1,497,194
1,498,45
1,499,96
1,500,27
1,501,386
1,502,716
1,503,2096
1,504,455
1,505,350
1,506,693
1,507,386
1,508,39
1,509,322
1,510,1236
1,511,410
1,512,1389
1,513,108
2,1,404
2,2,217
2,3,129
2,4,371
2,5,206
2,6,517
2,7,420
2,8,575
2,9,187
2,10,489
2,11,42
2,12,652
2,13,429
2,14,717
2,15,207
2,16,172
2,17,143
2,18,520
2,19,411
2,20,139
2,21,747
2,22,7011
2,23,141
2,24,49
2,25,37
2,26,221
2,27,316
2,28,171
2,29,38
2,30,1193
2,31,30
2,32,855
2,33,213
2,34,426
2,35,236
2,36,120
2,37,3556
2,38,436
2,39,504
2,40,322
2,41,270
2,42,858
2,43,3620
2,44,614
2,45,2637
2,46,560
2,47,1798
2,48,395
2,49,60
2,50,569
2,51,159
2,52,718
2,53,240
2,54,4092
2,55,1204
2,56,478
2,57,294
2,58,43
2,59,1310
2,60,469
2,61,509
2,62,397
2,63,721
2,64,138
2,65,252
2,66,1051
2,67,1002
2,68,31
2,69,172
2,70,1263
2,71,609
2,72,1012
2,73,294
2,74,7761
2,75,2242
2,76,16998
2,77,5217
2,78,5659
2,79,1386
2,80,7093
2,81,1327
2,82,4145
2,83,2549
2,84,1316
2,85,195
2,86,272
2,87,162
2,88,234
2,89,1003
2,90,2394
2,91,142
2,92,46
2,93,34
2,94,96
2,95,704
2,96,904
2,97,514
2,98,565
2,99,297
2,100,25
2,101,206
2,102,156
2,103,473
2,104,20
2,105,1221
2,106,311
2,107,767
2,108,1669
2,109,838
2,110,203
2,111,570
2,112,24581
2,113,224
2,114,47
2,115,3926
2,116,897
2,117,332
2,118,1459
2,119,436
2,120,182
2,121,2874
2,122,99
2,123,5592
2,124,157
2,125,1081
2,126,596
2,127,786
2,128,185
2,129,310
2,130,203
2,131,464
2,132,230
2,133,3375
2,134,950
2,135,15
2,136,794
2,137,298
2,138,214
2,139,1704
2,140,614
2,141,434
2,142,3691
2,143,70
2,144,1777
2,145,75
2,146,1435
2,147,231
2,148,739
2,149,2715
2,150,3504
2,151,575
2,152,4516
2,153,513
2,154,2791
2,155,657
2,156,92
2,157,1058
2,158,413
2,159,238
2,160,305
2,161,7355
2,162,144
2,163,19
2,164,3346
2,165,165
2,166,200
2,167,552
2,168,190
2,169,443
2,170,13
2,171,603
2,172,650
2,173,131
2,174,129
2,175,212
2,176,236
2,177,88
2,178,306
2,179,207
2,180,126
2,181,786
2,182,1117
2,183,30
2,184,3185
2,185,55
2,186,245
2,187,150
2,188,21
2,189,210
2,190,54
2,191,2376
2,192,910
2,193,2841
2,194,86
2,195,209
2,196,169
2,197,1843
2,198,192
2,199,6566
2,200,4592
2,201,472
2,202,2348
2,203,4663
2,204,1969
2,205,65
2,206,760
2,207,312
2,208,456
2,209,207
2,210,2144
2,211,1475
2,212,205
2,213,40
2,214,718
2,215,1473
2,216,149
2,217,1408
2,218,150
2,219,137
2,220,3986
2,221,1771
2,222,133
2,223,61
2,224,276
2,225,261
2,226,1842
2,227,135
2,228,1746
2,229,33
2,230,358
2,231,899
2,232,110
2,233,531
2,234,204
2,235,195
2,236,1617
2,237,630
2,238,363
2,239,318
2,240,4827
2,241,437
2,242,354
2,243,3205
2,244,923
2,245,1289
2,246,599
2,247,484
2,248,144
2,249,91
2,250,6638
2,251,310
2,252,1193
2,253,26479
2,254,183
2,255,392
2,256,1069
2,257,8386
2,258,31
2,259,127
2,260,448
2,261,307
2,262,213
2,263,272
2,264,40
2,265,4658
2,266,129
2,267,1335
2,268,317
2,269,3161
2,270,743
2,271,769
2,272,917
2,273,225
2,274,685
2,275,1366
2,276,74
2,277,200
2,278,1061
2,279,44
2,280,831
2,281,10
2,282,10
2,283,614
2,284,233
2,285,518
2,286,8211
2,287,96
2,288,362
2,289,156
2,290,201
2,291,103
2,292,1306
2,293,2278
2,294,1363
2,295,177
2,296,357
2,297,2928
2,298,439
2,299,134
2,300,421
2,301,4078
2,302,409
2,303,823
2,304,1217
2,305,941
2,306,4
2,307,327
2,308,909
2,309,179
2,310,863
2,311,863
2,312,7877
2,313,670
2,314,57
2,315,103
2,316,17
2,317,89
2,318,289
2,319,640
2,320,114
2,321,612
2,322,1068
2,323,749
2,324,8217
2,325,2868
2,326,263
2,327,1119
2,328,565
2,329,58
2,330,14
2,331,346
2,332,1882
2,333,231
2,334,1392
2,335,2644
2,336,56
2,337,751
2,338,4443
2,339,16
2,340,935
2,341,426
2,342,1277
2,343,552
2,344,441
2,345,96
2,346,436
2,347,1357
2,348,185
2,349,63
2,350,109
2,351,59
2,352,312
2,353,5745
2,354,106
2,355,1427
2,356,513
2,357,1031
2,358,57
2,359,1153
2,360,133
2,361,243
2,362,1718
2,363,491
2,364,184
2,365,162
2,366,2465
2,367,167
2,368,231
2,369,85
2,370,7661
2,371,518
2,372,520
2,373,418
2,374,116
2,375,179
2,376,1703
2,377,1964
2,378,201
2,379,32
2,380,97
2,381,895
2,382,3540
2,383,1312
2,384,1027
2,385,833
2,386,218
2,387,1404
2,388,97
2,389,820
2,390,845
2,391,1289
2,392,91
2,393,261
2,394,914
2,395,289
2,396,194
2,397,15566
2,398,475
2,399,765
2,400,208
2,401,252
2,402,471
2,403,446
2,404,214
2,405,95
2,406,543
2,407,516
2,408,352
2,409,448
2,410,85
2,411,356
2,412,47
2,413,122
2,414,572
2,415,102
2,416,265
2,417,917
2,418,1794
2,419,5167
2,420,1051
2,421,2723
2,422,843
2,423,372
2,424,516
2,425,1079
2,426,2905
2,427,614
2,428,2608
2,429,279
2,430,314
2,431,182
2,432,1840
2,433,811
2,434,286
2,435,259
2,436,3979
2,437,212
2,438,2055
2,439,1165
2,440,736
2,441,953
2,442,2704
2,443,378
2,444,265
2,445,1598
2,446,41
2,447,309
2,448,42
2,449,889
2,450,357
2,451,1960
2,452,276
2,453,227
2,454,147
2,455,1118
2,456,331
2,457,81
2,458,437
2,459,224
2,460,136
2,461,127
2,462,499
2,463,51
2,464,165
2,465,69
2,466,316
2,467,2432
2,468,384
2,469,1528
2,470,142
2,471,51
2,472,63
2,473,19
2,474,1564
2,475,5103
2,476,146
2,477,311
2,478,241
2,479,105
2,480,50
2,481,162
2,482,328
2,483,359
2,484,62
2,485,657
2,486,668
2,487,3315
2,488,107
2,489,195
2,490,68
2,491,853
2,492,599
2,493,89
2,494,1433
2,495,1354
2,496,1005
2,497,211
2,498,67
2,499,147
2,500,27
2,501,393
2,502,755
2,503,2350
2,504,513
2,505,427
2,506,745
2,507,414
2,508,28
2,509,359
2,510,1309
2,511,579
2,512,1596
2,513,101
3,1,396
3,2,230
3,3,138
3,4,445
3,5,206
3,6,602
3,7,494
3,8,574
3,9,239
3,10,528
3,11,44
3,12,679
3,13,476
3,14,780
3,15,212
3,16,182
3,17,134
3,18,505
3,19,408
3,20,167
3,21,706
3,22,7947
3,23,148
3,24,56
3,25,49
3,26,315
3,27,323
3,28,162
3,29,46
3,30,1171
3,31,28
3,32,913
3,33,262
3,34,470
3,35,279
3,36,127
3,37,4131
3,38,455
3,39,591
3,40,382
3,41,289
3,42,957
3,43,3981
3,44,658
3,45,3061
3,46,513
3,47,1959
3,48,497
3,49,94
3,50,603
3,51,213
3,52,748
3,53,275
3,54,4670
3,55,1420
3,56,432
3,57,352
3,58,34
3,59,1375
3,60,560
3,61,610
3,62,489
3,63,800
3,64,160
3,65,259
3,66,1083
3,67,1077
3,68,38
3,69,193
3,70,1414
3,71,641
3,72,1116
3,73,324
3,74,8623
3,75,2563
3,76,18603
3,77,5994
3,78,6412
3,79,1463
3,80,7928
3,81,1378
3,82,4980
3,83,2679
3,84,1393
3,85,202
3,86,310
3,87,169
3,88,253
3,89,1012
3,90,2619
3,91,133
3,92,88
3,93,46
3,94,123
3,95,756
3,96,971
3,97,566
3,98,625
3,99,347
3,100,42
3,101,234
3,102,182
3,103,596
3,104,17
3,105,1306
3,106,339
3,107,816
3,108,1692
3,109,850
3,110,213
3,111,663
3,112,26803
3,113,260
3,114,68
3,115,4384
3,116,1020
3,117,384
3,118,1551
3,119,491
3,120,197
3,121,3253
3,122,85
3,123,6113
3,124,174
3,125,1144
3,126,780
3,127,874
3,128,215
3,129,329
3,130,202
3,131,495
3,132,274
3,133,3764
3,134,993
3,135,21
3,136,787
3,137,377
3,138,232
3,139,1910
3,140,697
3,141,468
3,142,4115
3,143,78
3,144,1926
3,145,109
3,146,1585
3,147,300
3,148,854
3,149,2926
3,150,3886
3,151,690
3,152,4914
3,153,629
3,154,3114
3,155,729
3,156,81
3,157,1256
3,158,446
3,159,269
3,160,410
3,161,7911
3,162,150
3,163,29
3,164,3827
3,165,198
3,166,200
3,167,616
3,168,159
3,169,376
3,170,14
3,171,632
3,172,702
3,173,148
3,174,175
3,175,218
3,176,264
3,177,120
3,178,297
3,179,238
3,180,159
3,181,895
3,182,1290
3,183,39
3,184,3438
3,185,60
3,186,295
3,187,166
3,188,26
3,189,255
3,190,67
3,191,2610
3,192,979
3,193,3040
3,194,96
3,195,267
3,196,189
3,197,2111
3,198,191
3,199,7205
3,200,5040
3,201,507
3,202,2496
3,203,5036
3,204,2203
3,205,83
3,206,869
3,207,303
3,208,480
3,209,208
3,210,2483
3,211,1578
3,212,247
3,213,49
3,214,789
3,215,1626
3,216,137
3,217,1514
3,218,157
3,219,102
3,220,4566
3,221,1795
3,222,118
3,223,103
3,224,302
3,225,289
3,226,2076
3,227,154
3,228,1836
3,229,27
3,230,426
3,231,996
3,232,126
3,233,587
3,234,236
3,235,218
3,236,1904
3,237,676
3,238,383
3,239,319
3,240,5172
3,241,541
3,242,392
3,243,3334
3,244,1025
3,245,1317
3,246,632
3,247,476
3,248,187
3,249,108
3,250,7687
3,251,333
3,252,1305
3,253,28054
3,254,174
3,255,435
3,256,1147
3,257,9374
3,258,34
3,259,116
3,260,513
3,261,350
3,262,208
3,263,330
3,264,39
3,265,4880
3,266,155
3,267,1458
3,268,352
3,269,3426
3,270,785
3,271,763
3,272,1022
3,273,253
3,274,803
3,275,1433
3,276,75
3,277,236
3,278,1250
3,279,54
3,280,963
3,281,5
3,282,4
3,283,589
3,284,243
3,285,592
3,286,9217
3,287,133
3,288,407
3,289,173
3,290,185
3,291,115
3,292,1564
3,293,2513
3,294,1529
3,295,188
3,296,352
3,297,3218
3,298,490
3,299,164
3,300,485
3,301,4583
3,302,460
3,303,962
3,304,1334
3,305,1090
3,306,9
3,307,357
3,308,1086
3,309,174
3,310,1003
3,311,822
3,312,8562
3,313,733
3,314,80
3,315,152
3,316,27
3,317,92
3,318,316
3,319,740
3,320,95
3,321,622
3,322,1127
3,323,813
3,324,9114
3,325,3167
3,326,279
3,327,1273
3,328,592
3,329,88
3,330,18
3,331,414
3,332,2065
3,333,254
3,334,1469
3,335,2907
3,336,61
3,337,926
3,338,5022
3,339,18
3,340,963
3,341,533
3,342,1557
3,343,601
3,344,502
3,345,133
3,346,454
3,347,1558
3,348,232
3,349,71
3,350,119
3,351,79
3,352,358
3,353,6207
3,354,105
3,355,1624
3,356,526
3,357,1281
3,358,62
3,359,1275
3,360,175
3,361,247
3,362,1783
3,363,523
3,364,179
3,365,192
3,366,2781
3,367,165
3,368,239
3,369,96
3,370,8561
3,371,531
3,372,640
3,373,492
3,374,153
3,375,194
3,376,1827
3,377,2105
3,378,231
3,379,27
3,380,115
3,381,1010
3,382,3838
3,383,1478
3,384,1166
3,385,924
3,386,221
3,387,1505
3,388,96
3,389,952
3,390,986
3,391,1527
3,392,82
3,393,295
3,394,1021
3,395,309
3,396,209
3,397,16856
3,398,512
3,399,844
3,400,229
3,401,252
3,402,455
3,403,459
3,404,236
3,405,109
3,406,522
3,407,600
3,408,385
3,409,476
3,410,100
3,411,342
3,412,72
3,413,117
3,414,646
3,415,99
3,416,268
3,417,1045
3,418,2081
3,419,5913
3,420,1147
3,421,3005
3,422,807
3,423,398
3,424,526
3,425,1189
3,426,3144
3,427,680
3,428,2842
3,429,318
3,430,294
3,431,210
3,432,2054
3,433,896
3,434,283
3,435,272
3,436,4412
3,437,220
3,438,2252
3,439,1382
3,440,786
3,441,967
3,442,3033
3,443,352
3,444,300
3,445,1749
3,446,38
3,447,354
3,448,51
3,449,1063
3,450,410
3,451,2115
3,452,350
3,453,224
3,454,131
3,455,1259
3,456,319
3,457,104
3,458,517
3,459,269
3,460,161
3,461,190
3,462,567
3,463,71
3,464,173
3,465,77
3,466,355
3,467,2653
3,468,447
3,469,1710
3,470,158
3,471,79
3,472,75
3,473,19
3,474,1639
3,475,5883
3,476,186
3,477,383
3,478,269
3,479,103
3,480,50
3,481,181
3,482,330
3,483,391
3,484,70
3,485,705
3,486,812
3,487,3893
3,488,124
3,489,232
3,490,74
3,491,943
3,492,690
3,493,121
3,494,1573
3,495,1527
3,496,1100
3,497,216
3,498,49
3,499,132
3,500,28
3,501,475
3,502,870
3,503,2586
3,504,551
3,505,478
3,506,799
3,507,470
3,508,32
3,509,418
3,510,1510
3,511,667
3,512,1795
3,513,121
4,1,366
4,2,257
4,3,131
4,4,423
4,5,307
4,6,583
4,7,510
4,8,591
4,9,245
4,10,559
4,11,53
4,12,783
4,13,466
4,14,874
4,15,250
4,16,175
4,17,154
4,18,518
4,19,401
4,20,168
4,21,741
4,22,8474
4,23,175
4,24,84
4,25,46
4,26,273
4,27,348
4,28,184
4,29,51
4,30,1219
4,31,18
4,32,975
4,33,248
4,34,472
4,35,273
4,36,144
4,37,4411
4,38,516
4,39,688
4,40,364
4,41,327
4,42,1096
4,43,4137
4,44,637
4,45,2943
4,46,537
4,47,2097
4,48,478
4,49,77
4,50,711
4,51,171
4,52,787
4,53,319
4,54,5031
4,55,1452
4,56,447
4,57,297
4,58,60
4,59,1428
4,60,498
4,61,637
4,62,465
4,63,779
4,64,134
4,65,261
4,66,1175
4,67,1109
4,68,31
4,69,213
4,70,1569
4,71,699
4,72,1191
4,73,281
4,74,8965
4,75,2614
4,76,19302
4,77,6309
4,78,6518
4,79,1515
4,80,8048
4,81,1611
4,82,5053
4,83,2926
4,84,1388
4,85,180
4,86,323
4,87,231
4,88,264
4,89,1064
4,90,2706
4,91,147
4,92,83
4,93,45
4,94,118
4,95,759
4,96,1000
4,97,594
4,98,664
4,99,380
4,100,44
4,101,235
4,102,189
4,103,639
4,104,23
4,105,1433
4,106,387
4,107,837
4,108,1786
4,109,966
4,110,254
4,111,706
4,112,29228
4,113,243
4,114,69
4,115,4518
4,116,1139
4,117,375
4,118,1619
4,119,560
4,120,183
4,121,3266
4,122,130
4,123,6647
4,124,225
4,125,1243
4,126,676
4,127,864
4,128,211
4,129,369
4,130,212
4,131,537
4,132,274
4,133,3929
4,134,1094
4,135,17
4,136,840
4,137,378
4,138,294
4,139,1981
4,140,715
4,141,436
4,142,4417
4,143,66
4,144,2065
4,145,101
4,146,1601
4,147,287
4,148,990
4,149,3153
4,150,4094
4,151,689
4,152,5211
4,153,631
4,154,3315
4,155,811
4,156,84
4,157,1266
4,158,488
4,159,271
4,160,388
4,161,8300
4,162,170
4,163,35
4,164,3978
4,165,176
4,166,248
4,167,720
4,168,180
4,169,438
4,170,18
4,171,646
4,172,745
4,173,143
4,174,153
4,175,202
4,176,267
4,177,116
4,178,306
4,179,260
