Cueanexo,Nombre,ID_DEPTO
20052700,INSTITUTO PRIVADO SAN BRENDANO,112.0
20052800,HIPOLITO VIEYTES,112.0
20053400,INSTITUTO MEKHITARISTA,112.0
20053500,INSTITUTO ANUNCIACION DE MARIA,112.0
20054100,HOGAR DE LA INFANCIA DE LA BOCA,112.0
20055400,JIN D DE 13 (ESC. PRIM. Nº 01 DE 13),112.0
20055600,DRA. ELVIRA RAWSON DE DELLEPIANE,112.0
20057000,SOLDADO DE MALVINAS,112.0
20059400,INST.EDUC.ARG.NTRA.SRA.DE LUJAN,112.0
20061200,ESC.TEC.Nº 05 MARIA DE LOS REMEDIOS DE ESCALADA DE SAN MARTIN DE 11,112.0
20061300,INSTITUTO SARA CHAMBERLAIN DE ECCLESTON,112.0
20062100,JII Nº 02 ANTONIO ABERASTAIN DE 05,112.0
20062900,AGUSTIN ALVAREZ,112.0
20063000,JII N° 01 JUANITO LAGUNA DE 03,112.0
20063800,CRISTOBAL COLON,112.0
20064200,ESCUELA PRIMARIA SEPTIEMBRE JARDINAR,112.0
20064600,WENCESLAO POSSE,112.0
20064700,JIC N° 03 DE 01,112.0
20065500,INSTITUTO MARIA AUXILIADORA,112.0
20066200,MONTE CASTRO,112.0
20067000,HOGAR CASA DE MISERICORDIA,112.0
20067300,INST. NUESTRA SEÑORA DE LA MISERICORDIA,112.0
20067800,ALEJANDRO AGUADO,112.0
20068600,INSTITUTO PRIVADO REGINA VIRGINUM,112.0
20068900,DELFIN JIJENA,112.0
20069400,PROVINCIA DE MISIONES,112.0
20070400,FUNDACION ALTOS ESTUDIOS DE CS. COMERCIALES,112.0
20070601,JIN A DE 15 (ESC. PRIM. N°1 DE 15),112.0
20071000,GENERAL LAS HERAS,112.0
20072000,INST DE ENS.SUP.Nº 01 DRA.ALICIA MOREAU DE JUSTO DE 01,112.0
20073703,JIN C NIÑOS LATINOAMERICANOS  DE 13 (ESC. PRIM. N° 18 DE 13),112.0
20073900,INSTITUTO MARTIN BUBER,112.0
20074100,COLEGIO SAN LUIS GONZAGA,112.0
20074200,INSTITUTO C.E.P.E.C,112.0
20074500,REPUBLICA DE PORTUGAL,112.0
20074900,INSTITUTO JESUS MARIA DE SAN VICENTE DE PAUL,112.0
20075300,INSTITUTO SUMMA,112.0
20076300,FELIX DE OLAZABAL,112.0
20077000,INSTITUTO VITRA,112.0
20079400,PROVINCIA DE SANTIAGO DEL ESTERO,112.0
20082200,INSTITUTO SANTA MARIA DE NAZARETH,112.0
20082500,ESC.DEEDUC.MEDIANº05 MONS.ENRIQUE ANGELELLI DE 15,112.0
20083500,EEM Nº 07 MARIA CLAUDIA FALCONE DE 09,112.0
20084600,FACUNDO ZUVIRIA,112.0
20084804,JIN C JAVIER VILLAFANE DE 07 (Nº 5),112.0
20085400,INST. SUP. DEL PROF. SAGRADO CORAZON,112.0
20086600,ENS EN LENGUAS VIVAS Nº 02 MARIANO ACOSTA DE 06,112.0
20086700,INSTITUTO RAUL SCALABRINI ORTIZ,112.0
20087000,IFTS N° 01 DE 01,112.0
20087202,JIN A DE 08 (ESC. PRIM. Nº 16 DE 08),112.0
20087400,AGRONOMIA,112.0
20087700,GALICIA,112.0
20088500,COLEGIO CANADA,112.0
20089400,PRESIDENTE DR ROBERTO M ORTIZ,112.0
20089501,INST. DE EDUC. SUP. JUAN B. JUSTO,112.0
20089800,ANTONIO DEVOTO,112.0
20090400,INSTITUTO SANTISIMA VIRGEN NIÑA,112.0
20091400,INSTITUTO NATAN GESANG,112.0
20092500,INSTITUTO ARGENTINO EXCELSIOR,112.0
20093001,ESC. DE COM. Nº 32 JOSE LEON SUAREZ DE 13,112.0
20093200,DE LA INDEPENDENCIA ARGENTINA,112.0
20093300,RAMON JULIO GENE,112.0
20093800,DR DALMACIO VELEZ SARSFIELD,112.0
20095402,JIN D DE 9 (ESC. PRIM. Nº 18 DE 09),112.0
20096000,INST. ARG. ARABE ISLAMICO IMAN ALI IBN ABI TALIB,112.0
20098600,LICEO Nº 11 CORNELIO SAAVEDRA DE 15,112.0
20100400,INST. SAGRADA FAMILIA,112.0
20101300,PROVINCIA DE BUENOS AIRES,112.0
20101400,REPUBLICA DE COSTA RICA,112.0
20103000,DR. DELFIN GALLO,112.0
20104400,JIC N°03 LEOPOLDO MARECHAL DE 09,112.0
20105400,DEL CARMEN,112.0
20105801,JIN A LA CALESITA DE POMPEYA DE 19 (N°2),112.0
20107900,ESC. TEC. Nº 18 JOSE ANTONIO ALVAREZ CONDARCO DE 11,112.0
20109200,CARLOS A. VERONELLI,112.0
20110600,IFTS Nº 08 DE 01,112.0
20113800,IFTS N° 04 DE 20,112.0
20116100,ONESIMO LEGUIZAMON,112.0
20118800,ESCUELA MODELO DOMINGO FAUSTINO SARMIENTO,112.0
20118900,REPUBLICA ARABE DE EGIPTO,112.0
20119700,PROVINCIA DEL CHACO,112.0
20120600,COMUNIDAD EDUCATIVA VICTORIA PUEBLO BLANCO,112.0
20123300,COLEGIO DEL SALVADOR,112.0
20125200,INST. COLEGIO DEL LIBERTADOR,112.0
20126400,DR ERNESTO E. PADILLA,112.0
20127800,JIN E DE 10 (ESC. PRIM. N°21 DE 10),112.0
20128400,IFTS Nº 09 DE 03,112.0
20128700,IFTS Nº 14 DE 01,112.0
20130706,JIN C DE 20 (ESC. PRIM. Nº 10 DE 20),112.0
20130707,JIN C DE 20 (ESC. PRIM. Nº 13 DE 20),112.0
20132901,INST. SUP. DEL PROF. DE EDUC. INICIAL S. ECCLESTON,112.0
20134700,ELOY FERNANDEZ ALONSO,112.0
20136900,JIN B JUANA AZURDUY DE 16 ( Nº 2 ),112.0
20137100,JIC Nº 02 MARINA MARGARITA RAVIOLI DE 07,112.0
20138400,INSTITUTO SUPERIOR PORTEÑO,112.0
20140000,JII Nº 02 AIME PAINE DE 16,112.0
20140100,REPUBLICA DE PANAMA,112.0
20144000,JIC N° 01 DE 13,112.0
20144100,JIN B DE 13 (ESC. PRIM. N° 04 DE 13),112.0
20145600,ESC. TEC. Nº 04 REPUBLICA DEL LIBANO DE 05,112.0
20147200,INSTITUTO GONZALEZ PECOTCHE,112.0
20147400,INSTITUTO SANTA RITA,112.0
20148000,ESCUELA ITALIANA CRISTOFORO COLOMBO,112.0
20148600,PROFESOR FELIPE BOERO,112.0
20149000,LA ESCUELA DEL ARBOL,112.0
20151200,COLEGIO Nº 08 JULIO A. ROCA DE 10,112.0
20151400,INST.PESTALOZZI,112.0
20152000,INSTITUTO RIVER PLATE,112.0
20152600,FLORENCIO BALCARCE,112.0
20152700,ESC. TEC. Nº 21 FRAGATA ESCUELA LIBERTAD DE 10,112.0
20153800,INSTITUTO SAN JOSE,112.0
20154000,ANTONIO SCHETTINO,112.0
20154600,AMADEO JACQUES,112.0
20155102,JIN C DE 08 (ESC. PRIM. Nº 21 DE 08),112.0
20155300,ESC. DE COM. Nº 15 DRA CECILIA GRIERSON DE 15,112.0
20156500,RUFINO SANCHEZ,112.0
20156700,INSTITUTO EDUCATIVO MODELO,112.0
20159200,JIN A ALICIA MOREAU DE JUSTO DE 17 (Nº 10),112.0
20159202,JIN A ALICIA MOREAU DE JUSTO DE 17 (N° 3),112.0
20159203,JIN A ALICIA MOREAU DE JUSTO DE 17 (N°7),112.0
20159701,JIN D DE 16 (ESC. PRIM. Nº 12 DE 16),112.0
20160102,JIN C DE 10 (ESC. PRIM. Nº 04 DE 10),112.0
20161100,ESC. MIGUEL HERNANDEZ,112.0
20162100,EI Nº06 ROSARIO VERA PENALOZA DE 05,112.0
20162900,INSTITUTO HIJAS DE JESUS,112.0
20163801,JIN B DE 11 (ESC. PRIM. Nº 19 DE 11),112.0
20163804,JIN B DE 11 (ESC. PRIM. Nº 01 DE 11),112.0
20165801,JIN B DE 14 (ESC. PRIM. Nº 21 DE 14),112.0
20165900,REPUBLICA DE COLOMBIA,112.0
20166000,STELLA MARIS,112.0
20167500,INSTITUTO NSTRA SRA DEL MILAGRO,112.0
20168400,JII N° 03 DE 11,112.0
20168800,INSTITUTO INMACULADA CONCEPCION,112.0
20170300,INSTITUTO TORATENU,112.0
20170602,JIN B LA VELETA DE CABALLITO DE 07 (N°15),112.0
20171300,DR. ARTURO MATEO BAS,112.0
20173000,JM N° 05 DE 07,112.0
20175100,DEAN GREGORIO FUNES,112.0
20178900,COLEGIO  EPISCOPAL DE BUENOS AIRES,112.0
20181900,INST.DR. RAUL JUAN GANDINI,112.0
20185601,INST.PRIV.DEL SINDICATO GBA DE OBRAS SANITARIAS,112.0
20191900,INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,112.0
20208700,INSTITUTO GATO DUMAS,112.0
20208900,INST. DE LA RIVERA,112.0
20220100,JII Nº 06 LUIS PERLOTTI DE 07,112.0
20220900,JIC Nº 02 DE 20,112.0
20225200,INST. SANTA MARIA JOSEFA ROSSELLO,112.0
20227000,EI Nº 06 DE 19,112.0
20227100,JARDIN MATERNAL Nº 05 DE 20,112.0
20229600,INSTITUTO TECNICO SUPERIOR DE SANIDAD,112.0
20232400,INST. DE MEDIOS AVANZADOS GRAFICOS Y ELECTRONICOS,112.0
20233000,INST. SUP. DE MUSICA POPULAR DE SADEM,112.0
20237300,JARDIN LOS ROBLES,112.0
20245300,IFTS Nº 02 DE 20,112.0
20246500,ESC. PRIMARIA N° 23 RENE FAVALORO DE 19,112.0
20250500,ESC. DE EDUC. MEDIA N° 06 DE 05,112.0
20251100,INT.CREA-CONVIVENCIAS RECREA LA EDUC.ARG,112.0
20260500,JARDIN SANTA CLARA,112.0
20280400,ESCUELA INFANTIL Nº 12 DE 19,112.0
20282000,CPEL CENTRO DE PSICOL. EXISTENCIAL Y LOGOTERAPIA,112.0
20282300,CENTRO DE ESTUDIOS NUEVA VIDA,112.0
20286200,INST. SUP. NTRA. SRA. DE FATIMA,112.0
20290400,EEM Nº 1 DE 07,112.0
20290900,INSTITUTO CENTRAL EDUCATIVO DE BUENOS AIRES,112.0
20291500,LA CASITA DE ANY,112.0
20294800,JARDIN MATERNAL Nº 06 DE 13,112.0
20295400,ESCUELA ARGENTINA DE SOMMELIERS,112.0
20296100,JIC Nº 10 DE 20,112.0
20302900,ESC.SUP.DE EDUC. ARTISTICA EN DANZA Nº 2 JORGE DONN DE 18,112.0
20303900,JII Nº 14 DE 05,112.0
20304000,INST.DE CAP.ASOC.PERSONAL AERONAUTICO (ICAPA),112.0
20304200,ESCUELA LIBRE MICAEL,112.0
20306600,JII Nº 11 DE 6,112.0
20307100,JIC Nº 15 DE 21,112.0
20307500,ESC. TEC. N° 20,112.0
20308600,JII N° 10 DE 01,112.0
20309000,IFTS N° 32 DE 04,112.0
20310100,INSTITUTO SANTA MARIA DEL BUEN AYRE,112.0
20310800,EI Nº 12 DE 01,112.0
20313000,JII Nº 13 DE 01,112.0
20314300,ESCUELA INFANTIL EL PAYASO,112.0
20314900,INSTITUTO DE FORMACION TECNICA SUPERIOR DON ORIONE,112.0
20318500,ESCUELA PRIMARA N°21 DE 05,112.0
29000800,ESC. SUPERIOR DE COMERCIO CARLOS PELLEGRINI,112.0
60004700,COLEGIO SAN FCO.DE XABIER,6.0
60006100,JARDÍN DE INFANTES Nº921 RUCA AYELEN,199.0
60006300,JARDÍN MUNICIPAL Nº33,199.0
60007900,JARDÍN DE INFANTES DIVINA PASTORA,284.0
60008200,JARDÍN DE INFANTES Nº904,237.0
60011100,JARDÍN DE INFANTES Nº909,226.0
60011200,INSTITUTO NUESTRA SEÑORA DE LOURDES,237.0
60013000,JARDÍN DE INF. SAN FRANCISCO DE PAULA,237.0
60013200,INSTITUTO WILLIAM MORRIS,325.0
60014100,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 REMEDIOS DE ESCALADA,103.0
60015400,JARDÍN DE INFANTES Nº912 PETRONA SIMONINO,440.0
60016700,INSTITUTO SAN FRANCISCO DE ASIS,512.0
60018000,JARDÍN DE INFANTES Nº914 ALFONSINA STORNI,512.0
60020900,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 DANTE ALIGHIERI,240.0
60022000,JARDÍN DE INFANTES Nº902 MERCEDITAS,198.0
60022100,JARDÍN DE INFANTES Nº903 TAMBOR DE TACUARI,198.0
60023300,JARDÍN DE INFANTES Nº907 MI REFUGIO,237.0
60023800,JARDÍN DE INFANTES Nº908,70.0
60024400,JARDÍN DE INFANTES Nº902 CONSTANCIO C. VIGIL,70.0
60026500,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 JORGE NEWBERY,437.0
60027600,JARDÍN DE INFANTES Nº905,341.0
60028000,JARDÍN DE INFANTES Nº903 RAFAEL OBLIGADO,440.0
60028700,COLEGIO LA SALLE,401.0
60030800,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 REMEDIOS DE ESCALADA DE SAN MARTIN,131.0
60031000,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 MANUEL CARRERA,486.0
60032100,INSTITUTO JUAN GUTENBERG,199.0
60033300,JARDÍN HOGAR SAN JUSTO,418.0
60033800,ESCUELA DE EDUCACIÓN PRIMARIA Nº35 JOAQUIN VICTOR GONZALEZ,418.0
60034200,JARDÍN DE INFANTES Nº923 ELINA CRISOL DE CULLEN,418.0
60035200,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 MARIANO MORENO,486.0
60036000,JARDÍN DE INFANTES Nº916,486.0
60036100,JARDÍN DE INFANTES Nº917,486.0
60036200,JARDÍN DE INFANTES Nº918,486.0
60037600,ESCUELA DE EDUCACIÓN PRIMARIA Nº53 ALEJANDRA CERNADAS,103.0
60037900,JARDÍN DE INFANTES Nº902 JUANA MANSO,507.0
60039700,JARDÍN DE INFANTES Nº912,486.0
60040900,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 GUILLERMO BROWN,103.0
60044200,ESCUELA DE EDUCACIÓN PRIMARIA Nº22 JOSÉ HERNANDEZ,318.0
60045500,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 ANTONIO GONZALEZ BALCARCE,44.0
60046100,JARDÍN DE INFANTES MI NIDITO,325.0
60048500,COLEGIO EMAUS,325.0
60048900,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 SARGENTO EDUARDO ROMERO,324.0
60049400,ESCUELA DE EDUCACIÓN PRIMARIA Nº37 DR. ADOLFO ALSINA,485.0
60049700,INSTITUTO ADVENTISTA BALCARCE,44.0
60050300,ESCUELA DE EDUCACIÓN PRIMARIA Nº81 JOHN F. KENNEDY,325.0
60051100,JARDÍN DE INFANTES Nº927 ALFONSINA STORNI,257.0
60053200,JARDÍN DE INFANTES Nº923,325.0
60054600,INSTITUTO DIOCESANO DEL PROFESORADO MONSEÑOR. M. RASPANTI,325.0
60056100,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 VICENTE LOPEZ Y PLANES,88.0
60056800,ESCUELA DE EDUCACIÓN PRIMARIA Nº56 TOMASA SARAJOLA DE URRUTIA,60.0
60057600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,87.0
60057900,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 MARIANO MORENO,87.0
60058200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 PREFECTURA NAVAL ARGENTINA,440.0
60058300,JARDÍN DE INFANTES Nº903 RICARDO GUTIERREZ,301.0
60060900,ESCUELA DE EDUCACIÓN PRIMARIA Nº39 RICARDO GUTIERREZ,42.0
60061800,ESCUELA DE EDUCACIÓN PRIMARIA Nº55 ALMIRANTE GUILLERMO BROWN,42.0
60063700,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 FORTIN DIAZ,208.0
60065500,JARDÍN DE INFANTES Nº901 ALBERT SABIN,367.0
60066300,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 BARTOLOME MITRE,296.0
60068800,JARDÍN DE INFANTES Nº908,284.0
60069200,JARDÍN DE INFANTES Nº902 EL NIÑO DE TACUARI,284.0
60069800,JARDÍN DE INFANTES Nº912,469.0
60070000,ESCUELA DE EDUCACIÓN PRIMARIA Nº31 CNEL.ANTONIO LOPEZ DE OSORNIO,469.0
60073800,JARDÍN DE INFANTES Nº906 NUESTRA SEÑORA DEL CARMEN,53.0
60074000,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 CAYETANO ZIBECCHI,53.0
60076800,JARDÍN DE INFANTES Nº902 MERCEDITAS DE SAN MARTIN,138.0
60078800,JARDÍN DE INFANTES Nº909 BOMBEROS VOLUNTARIOS DE BOLIVAR,60.0
60079500,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 JOSÉ MANUEL ESTRADA,195.0
60081400,JARDÍN DE INFANTES ARCO IRIS,353.0
60082600,ESCUELA DE EDUCACIÓN PRIMARIA Nº39 SARGENTO CABRAL,438.0
60083600,JARDÍN DE INFANTES Nº904 MARIA ANTONIA BOUZON,440.0
60084100,JARDÍN DE INFANTES NUESTRA SEÑORA DE LA MISERICORDIA,418.0
60085700,ESCUELA DE EDUCACIÓN PRIMARIA Nº51 INGENIERO EMILIO MITRE,60.0
60085800,ESCUELA DE EDUCACIÓN PRIMARIA Nº57 REPUBLICA DE VENEZUELA,60.0
60088000,JARDÍN DE INFANTES MARIA AUXILIADORA,438.0
60089700,ESCUELA DE EDUCACIÓN PRIMARIA Nº53 RENE FAVALORO,22.0
60091900,JARDÍN DE INFANTES MUNICIPAL Nº13,37.0
60093900,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 MANUEL GUILLERMO PINTO,198.0
60094600,ESCUELA DE EDUCACIÓN PRIMARIA Nº29 PERITO FRANCISCO MORENO,198.0
60095300,LA CASA DE LOS ENANITOS,370.0
60096800,ESCUELA DE EDUCACIÓN PRIMARIA Nº58 CONTRALMIRANTE FRANCISCO JOSÉ SEGUI,370.0
60098600,ESCUELA DE EDUCACIÓN PRIMARIA Nº33 MARIANO MORENO,208.0
60099800,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 RICARDO GÜIRALDES,353.0
60100200,ESCUELA SUPERIOR VICTORIA,22.0
60101900,ESCUELA DE EDUCACIÓN PRIMARIA Nº39 DR. RICARDO GUTIERREZ,265.0
60102100,ESCUELA DE EDUCACIÓN PRIMARIA Nº33 SARGENTO CABRAL,265.0
60102400,ESCUELA DE EDUCACIÓN PRIMARIA Nº21 YAPEYU,334.0
60102700,ESCUELA DE EDUCACIÓN PRIMARIA Nº36 25 DE MAYO,334.0
60104900,JARDÍN DE INFANTES MANUEL BELGRANO,286.0
60106000,JARDÍN DE INFANTES Nº919 ROSARIO VERA PEÑALOZA,286.0
60106501,EXTENSION DEL ISFDYT Nº58,296.0
60108000,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 HIPOLITO YRIGOYEN,296.0
60111200,COLEGIO INMACULADA CONCEPCION,487.0
60111500,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 MARCELINO UGARTE,503.0
60111600,CONSERVATORIO DE MUSICA ALBERTO WILLIAMS,109.0
60111900,JARDÍN DE INFANTES Nº905 TOMAS ESPORA,54.0
60112800,JARDÍN MUNICIPAL NUBECITA,487.0
60113700,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 CONSTANCIO C. VIGIL,88.0
60115300,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 FRANCISCO PASCACIO MORENO,44.0
60115900,ESCUELA DE EDUCACIÓN PRIMARIA Nº30 FLORENTINO AMEGHINO,44.0
60118400,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 REMEDIOS ESCALADA DE SAN MARTIN,418.0
60118600,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 FLORENTINO AMEGHINO,418.0
60120700,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 JOSÉ HERNANDEZ,364.0
60121200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 BERNARDINO RIVADAVIA,364.0
60121201,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,364.0
60121500,JARDÍN DE INFANTES Nº903,53.0
60121600,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 GENERAL JULIO ARGENTINO ROCA,53.0
60122900,ESCUELA DE EDUCACIÓN PRIMARIA Nº43 SAN JUAN BOSCO,131.0
60124200,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 SAN JOSÉ DE CALASANZ,6.0
60125100,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 ALMIRANTE GUILLERMO BROWN,6.0
60127200,ESCUELA DE EDUCACIÓN PRIMARIA Nº62 ANTONIO E. DIAZ,6.0
60129100,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 GENERAL SAN MARTIN,61.0
60130600,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 FLORENTINO AMEGHINO,375.0
60131500,ESCUELA DE EDUCACIÓN PRIMARIA Nº35 FRANCISCO LETAMENDI,375.0
60132400,ESCUELA DE EDUCACIÓN PRIMARIA Nº48,475.0
60132600,JARDÍN DE INFANTES MICKEY,475.0
60133300,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 GENERAL MANUEL BELGRANO,438.0
60138000,JARDÍN DE INFANTES Nº930,22.0
60142800,JARDÍN DE INFANTES Nº906 MARIA LUISA ROQUES,148.0
60144100,INSTITUTO SAN JOSE,406.0
60144700,JARDÍN DE INFANTES Nº944 DRA.ALICIA MOREAU DE JUSTO,43.0
60144800,ESCUELA DE EDUCACIÓN PRIMARIA Nº182 ESCUELA DEL PARQUE,253.0
60146000,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 MARCELINO UGARTE,396.0
60146200,JARDÍN DE INFANTES Nº923,22.0
60147100,JARDÍN DE INFANTES NUBECITA,305.0
60148000,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 CORONEL DE MARINA TOMAS ESPORA,325.0
60148900,ESCUELA DE EDUCACIÓN PRIMARIA Nº63 MIGUEL DE CERVANTES SAAVEDRA,253.0
60151000,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 DOMINGO FAUSTINO SARMIENTO,396.0
60152100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 GRAL. JOSÉ DE SAN MARTIN,138.0
60152700,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 FRAY JUSTO SANTA MARIA DE ORO,138.0
60153800,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 ALMAFUERTE,171.0
60154400,JARDÍN DE INFANTES DON AGAPITO,286.0
60159500,ESCUELA DE EDUCACIÓN PRIMARIA Nº34 ALMAFUERTE,334.0
60159800,JARDÍN DE INFANTES Nº904 WALT DISNEY,334.0
60160200,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 FRAY MAMERTO ESQUIÚ,109.0
60160800,JARDÍN DE INFANTES Nº901 COMANDANTE TOMAS ESPORA,503.0
60164100,JARDÍN DE INFANTES Nº918 ESCUELA NORMAL SUPERIOR,127.0
60164500,JARDÍN DE INFANTES SANTA LUCIA,370.0
60166400,ESCUELA BELEN,286.0
60167101,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,470.0
60168900,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 LEONARDO ROSALES,127.0
60172900,JARDÍN DE INFANTES Nº903 COMANDANTE ESPORA,128.0
60173300,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 ANTARTIDA ARGENTINA,128.0
60177300,JARDÍN DE INFANTES Nº904 BERNARDO OBLIGADO,372.0
60178800,COLEGIO SAN MIGUEL,22.0
60179900,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 STELLA MARIS,127.0
60180000,JARDÍN DE INFANTES Nº902,117.0
60180200,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 BARTOLOME MITRE,326.0
60182400,ESCUELA DR. PEDRO IGNACIO DE CASTRO BARROS,265.0
60186100,JARDÍN DE INFANTES Nº906 ANTONIO ODRIOZOLA,507.0
60187900,JARDÍN DE INFANTES Nº902 CANDIDO MONEO SANZ,195.0
60188200,JARDÍN DE INFANTES Nº901 25 DE MAYO,195.0
60188800,INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº117 J.G.ARTIGAS,418.0
60191200,ESCUELA DE EDUCACIÓN PRIMARIA Nº162 TIERRA DEL FUEGO,253.0
60192100,JARDÍN DE INFANTES SAN ALBANO,286.0
60193000,JARDÍN DE INFANTES MI MOLINO,475.0
60193600,JARDÍN DE INFANTES MEDALLA MILAGROSA,265.0
60193800,JARDÍN DE INFANTES CRISTO REY,265.0
60195500,JARDÍN DE INFANTES BLANCANIEVES,43.0
60198200,JARDÍN DE INFANTES Nº902 VICENTE LOPEZ Y PLANES,253.0
60198300,ESCUELA DE EDUCACIÓN PRIMARIA Nº61 GABRIELA MISTRAL,253.0
60199200,ESCUELA NORMAL SUPERIOR Nº170 EMILIO V. ALAVEDRA,297.0
60200200,JARDÍN DE INFANTES Nº906,326.0
60200600,JARDÍN DE INFANTES Nº901 SAN LORENZO DE NAVARRO,326.0
60201000,JARDÍN DE INFANTES Nº917,37.0
60202000,ESCUELA DE EDUCACIÓN PRIMARIA Nº41,370.0
60203100,JARDÍN DE INF. MADRE MERCEDES VIDAL RIBAS,265.0
60204200,INSTITUTO SANTA DOMENICA,253.0
60205500,JARDÍN DE INFANTES EL PEQUEÑO JARDIN,370.0
60205800,JARDÍN DE INFANTES Nº948 20 DE NOVIEMBRE,370.0
60206300,JARDÍN DE INFANTES Nº932,370.0
